x[mm],y[mm]
1.340414574136501358e+01,1.468643747499569940e+00
1.340139422598496211e+01,5.191079723666788936e+00
1.662374258761677481e+01,7.054680593968370772e+00
1.769969305174739915e+01,5.194256899957494511e+00
1.662649410299681563e+01,3.332244617801279674e+00
1.985159398000867625e+01,1.473409511931365046e+00
1.985268308105948165e+01,0.000000000000000000e+00
1.040943689267009020e+01,0.000000000000000000e+00
2.199799187750983975e+01,5.197434076248200086e+00
2.307394234164047475e+01,3.337010382237323824e+00
3.058908649827463933e+01,1.264866038116382185e+01
3.273823591115586140e+01,1.265024896930508191e+01
3.273548439577580638e+01,1.637268494547627995e+01
3.595783275740761553e+01,1.823628581577786179e+01
3.703378322153825053e+01,1.637586212176698552e+01
3.596058427278766345e+01,1.451384983961075648e+01
3.918568414979952763e+01,1.265501473374415298e+01
3.918843566517958266e+01,8.932578757578127693e+00
4.133208204730069468e+01,1.637903929805769110e+01
4.240803251143134389e+01,1.451861560404681484e+01
4.563038087306313884e+01,1.638221647434839667e+01
4.885548075007501012e+01,1.452338136848287320e+01
4.562762935768309092e+01,2.010465245051550198e+01
4.777677877056430589e+01,2.010624103866085477e+01
4.884997771931490007e+01,2.196825332081708382e+01
5.207507759632675715e+01,2.010941821495156034e+01
5.529742595795855920e+01,2.197301908525314218e+01
5.529467444257853259e+01,2.569545506142024749e+01
5.636787339132913388e+01,2.755746734357647654e+01
5.851702280421034885e+01,2.755905593172455781e+01
5.851427128883029383e+01,3.128149190788893463e+01
6.173661965046211009e+01,3.314509277819051647e+01
6.281257011459275219e+01,3.128466908417964021e+01
6.496171952747397427e+01,3.128625767233124577e+01
6.496447104285402929e+01,2.756382169615788769e+01
6.818957091986587216e+01,2.570498659029236421e+01
6.495896801209391924e+01,3.500869364849209830e+01
6.818406788910576211e+01,3.314985854262657483e+01
6.925726683785634918e+01,3.501187082478280388e+01
7.355556566361880755e+01,3.501504800107350945e+01
8.000026238688244007e+01,3.874224974167667312e+01
7.785386448938126591e+01,3.501822517736972884e+01
7.785111297400121089e+01,3.874066115353132034e+01
8.107346133563302715e+01,4.060426202383290217e+01
7.784836145862115586e+01,4.246309712970496264e+01
7.784560994324110084e+01,4.618553310586553096e+01
7.999475935612230160e+01,4.618712169401088374e+01
8.107070982025294370e+01,4.432669800000000748e+01
8.429305818188478838e+01,4.619029887030156090e+01
8.859135700764721832e+01,4.619347604659229489e+01
9.288965583340967669e+01,4.619665322288302889e+01
9.396560629754031879e+01,4.433622952887212421e+01
1.036298998670556841e+02,5.364946811594397502e+01
1.057790492799369133e+02,5.365105670408932781e+01
1.068522482286874720e+02,5.551306898624555686e+01
1.100773481056993717e+02,5.365423388038003338e+01
1.132996964673311879e+02,5.551783475068161522e+01
1.079254471774380875e+02,5.737508126840178591e+01
1.100745965903193166e+02,5.737666985654895768e+01
1.100718450749392616e+02,6.109910583271424400e+01
1.132941934365710779e+02,6.296270670301582584e+01
1.143701439007017200e+02,6.110228300900494958e+01
1.165192933135829492e+02,6.110387159715564565e+01
1.165220448289630042e+02,5.738143562098319705e+01
1.197471447059749039e+02,5.552260051511770200e+01
1.186684427264641783e+02,6.110546018529565515e+01
1.197416416752147654e+02,6.296747246745188420e+01
1.229667415522266083e+02,6.110863736158636073e+01
1.261890899138584530e+02,6.297223823188794256e+01
1.423008317220175343e+02,7.229024258339582332e+01
1.390757318450056630e+02,7.414907768926137521e+01
1.401489307937562501e+02,7.601108997141760426e+01
1.390729803296256364e+02,7.787151366542848052e+01
1.422953286912574242e+02,7.973511453573006236e+01
1.455204285682693239e+02,7.787627942986459573e+01
1.465936275170198826e+02,7.973829171202076793e+01
1.487427769299011118e+02,7.973988030015998163e+01
1.487455284452811384e+02,7.601744432399901541e+01
1.455231800836493221e+02,7.415384345369743357e+01
1.465991305477799926e+02,7.229341975968661416e+01
1.508919263427823410e+02,7.974146888831147351e+01
1.530438272710435967e+02,7.602062150028972098e+01
1.519706283222930097e+02,7.415860921813352036e+01
1.519678768069129831e+02,7.788104519430059725e+01
1.551902251685447993e+02,7.974464606459177674e+01
1.551900364184131433e+02,8.000000000000000000e+01
4.804796574460066694e+00,5.184725371085377787e+00
6.953945987341288770e+00,5.186313959235391735e+00
6.951194471961240851e+00,8.908749935397835884e+00
1.017354283359304645e+01,1.077235080569941772e+01
1.124949329772368500e+01,8.911927111688541459e+00
1.017629434897310503e+01,7.049914829532312410e+00
1.339864271060490353e+01,8.913515699834803740e+00
1.339589119522484850e+01,1.263595167600099956e+01
1.661823955685666476e+01,1.449955254630258139e+01
1.769419002098729976e+01,1.263912885229170513e+01
1.984333943386852184e+01,1.264071744043421575e+01
1.984609094924856976e+01,8.918281464269952608e+00
2.307119082626043394e+01,7.059446358404429134e+00
2.199248884674974391e+01,1.264230602858241070e+01
2.306568779550033810e+01,1.450431831073863975e+01
2.629078767251220228e+01,1.264548320487311628e+01
2.951313603414401143e+01,1.450908407517469811e+01
2.951038451876191715e+01,1.823152005134262765e+01
3.058358346751269607e+01,2.009353233349874301e+01
3.273273288039391105e+01,2.009512092164759167e+01
3.272998136501426103e+01,2.381755689781097374e+01
3.595232972664754101e+01,2.568115776811207240e+01
3.702828019077817601e+01,2.382073407410119614e+01
3.917742960365937677e+01,2.382232266223972772e+01
3.918018111903942469e+01,2.009988668607944362e+01
4.240528099605128887e+01,1.824105158021392015e+01
4.992317666806548715e+01,2.383026560297331287e+01
4.132657901654059174e+01,2.382391125039190172e+01
4.239977796529118592e+01,2.568592353254813077e+01
4.562487784230303589e+01,2.382708842668260729e+01
4.884722620393485926e+01,2.569068929698418913e+01
5.421597246306783546e+01,3.127831473159822906e+01
5.206957456556666131e+01,2.755429016727821079e+01
5.206682305018660628e+01,3.127672614345287627e+01
5.528917141181843675e+01,3.314032701375445811e+01
5.206407153480657968e+01,3.499916211961344459e+01
5.206132001942652465e+01,3.872159809578708689e+01
5.421046943230773962e+01,3.872318668393243968e+01
5.528641989643838173e+01,3.686276298992156342e+01
5.850876825807018378e+01,3.872636386022314525e+01
6.173386813508205506e+01,3.686752875435762178e+01
6.066066918633146798e+01,3.500551647220139273e+01
6.280706708383264214e+01,3.872954103651385083e+01
6.495621649671386422e+01,3.873112962465192766e+01
6.495346498133380919e+01,4.245356560082630892e+01
6.817581334296565387e+01,4.431716647112789076e+01
6.925176380709626756e+01,4.245674277711701450e+01
6.817856485834565206e+01,4.059473049496078545e+01
7.140366473535752334e+01,3.873589538909827468e+01
7.140641625073757837e+01,3.501345941292815667e+01
7.355006263285872592e+01,4.245991995340774849e+01
7.462601309698939644e+01,4.059949625939684381e+01
8.214115725362350418e+01,4.991114625832334184e+01
8.429030666650473336e+01,4.991273484645743963e+01
8.428755515112467833e+01,5.363517082263579994e+01
8.750990351275646617e+01,5.549877169293738177e+01
8.858585397688710827e+01,5.363834799892650551e+01
8.751265502813652120e+01,5.177633571677027646e+01
9.073775490514839248e+01,4.991750061090378665e+01
9.074050642052844751e+01,4.619506463473764768e+01
9.288415280264953822e+01,5.364152517521723951e+01
9.396010326678020874e+01,5.178110148120633482e+01
9.718245162841202500e+01,5.364470235150791666e+01
1.004075515054238679e+02,5.178586724564239319e+01
9.717970011303199840e+01,5.736713832767502197e+01
9.932884952591319916e+01,5.736872691582037476e+01
1.004020484746637862e+02,5.923073919797660380e+01
1.036271483516756291e+02,5.737190409211108033e+01
1.068494967133074454e+02,5.923550496241266217e+01
1.165165417982029226e+02,6.482630757331740767e+01
1.132914419211910229e+02,6.668514267918293115e+01
1.143646408699416099e+02,6.854715496133913177e+01
1.132886904058109394e+02,7.040757865535003646e+01
1.165110387674427557e+02,7.227117952565161829e+01
1.197361386444546554e+02,7.041234441978609482e+01
1.208093375932052425e+02,7.227435670194232387e+01
1.229584870060864716e+02,7.227594529008301549e+01
1.229612385214665267e+02,6.855350931392057134e+01
1.197388901598346820e+02,6.668990844361898951e+01
1.208148406239653525e+02,6.482948474960811325e+01
1.251076364189677008e+02,7.227753387823305786e+01
1.272595373472290134e+02,6.855668649021130534e+01
1.261863383984783979e+02,6.669467420805504787e+01
1.315523331422313333e+02,7.600473561883616469e+01
1.337042340704926175e+02,7.228388823081444059e+01
1.326310351217420305e+02,7.042187594865823996e+01
1.261835868830983429e+02,7.041711018422215318e+01
1.294059352447301592e+02,7.228071105451481060e+01
1.294031837293501042e+02,7.600314703069084032e+01
1.379970298654949659e+02,7.973193735943935678e+01
1.326282836063619470e+02,7.414431192482531685e+01
1.358506319679937917e+02,7.600791279512149856e+01
1.358478804526137367e+02,7.973034877129400400e+01
1.381515318238364216e+02,8.000000000000000000e+01
1.487425846570563124e+02,8.000000000000000000e+01
5.064977486976207643e-01,5.181548194794672213e+00
3.731597625709479615e+00,3.322713088929148739e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.888622185764202932e+00
5.037462333175639628e-01,8.903984170963937572e+00
5.009947179375124904e-01,1.262642014712888283e+01
3.723343079569318093e+00,1.449002101743046467e+01
4.799293543699960196e+00,1.262959732341958841e+01
3.726094594949373118e+00,1.076758504126335936e+01
0.000000000000000000e+00,8.903611816538132828e+00
1.017079131821299143e+01,1.449478678186652303e+01
1.124399026696358916e+01,1.635679906402275208e+01
1.339313967984480058e+01,1.635838765217003754e+01
1.339038816446474911e+01,2.008082362833521017e+01
1.661273652609656537e+01,2.194442449863679201e+01
1.768868699022721103e+01,2.008400080462591575e+01
1.983783640310841534e+01,2.008558939277672550e+01
1.984058791848847036e+01,1.636315341660416323e+01
2.843168253925182398e+01,2.381437972152075133e+01
2.413888674424870118e+01,1.636633059289626146e+01
2.306293628011825803e+01,1.822675428690725141e+01
2.628528464175026613e+01,2.009035515721579657e+01
2.628253312637060901e+01,2.381279113337562592e+01
2.950488148800261712e+01,2.567639200367683827e+01
2.627978161099094478e+01,2.753522710954375441e+01
2.627703009561128766e+01,3.125766308570980812e+01
2.842617950849249553e+01,3.125925167385493353e+01
2.950212997262293868e+01,2.939882797984394358e+01
3.272447833425561470e+01,3.126242885014470119e+01
3.594957821126747888e+01,2.940359374427917771e+01
3.487637926251690601e+01,2.754158146212294866e+01
3.917467808827934306e+01,2.754475863841462058e+01
3.917192657289928803e+01,3.126719461458075955e+01
4.132107598578051011e+01,3.126878320272611234e+01
4.239427493453109719e+01,3.313079548488234138e+01
4.561937481154295426e+01,3.127196037900675663e+01
4.562212632692299508e+01,2.754952440284971260e+01
4.777127573980421715e+01,2.755111299099506539e+01
4.346747388328169137e+01,3.499280776703857043e+01
4.776577270904412842e+01,3.499598494332927601e+01
4.884172317317476342e+01,3.313556124931839975e+01
5.635686732980891378e+01,4.244721124824489777e+01
5.850601674269014296e+01,4.244879983638047349e+01
5.850326522731007373e+01,4.617123581255735587e+01
6.172561358894191841e+01,4.803483668285893771e+01
6.280156405307257472e+01,4.617441298884811829e+01
6.172836510432195922e+01,4.431240070669183240e+01
6.495071346595378259e+01,4.617600157698716146e+01
6.494796195057369914e+01,4.989843755316051954e+01
6.817031031220551540e+01,5.176203842346212980e+01
6.924626077633618593e+01,4.990161472945122512e+01
7.139541018921738669e+01,4.990320331759384942e+01
7.139816170459744171e+01,4.618076734142947259e+01
7.462326158160931300e+01,4.432193223556394912e+01
7.354455960209861587e+01,4.990479190574193069e+01
7.461775855084920295e+01,5.176680418789815974e+01
7.784285842786107423e+01,4.990796908203263627e+01
8.106520678949286207e+01,5.177156995233421810e+01
8.106245527411280705e+01,5.549400592850132341e+01
8.213565422286339412e+01,5.735601821065755246e+01
8.428480363574459489e+01,5.735760679882177726e+01
8.428205212036453986e+01,6.108004277497001056e+01
8.750440048199635612e+01,6.294364364527159239e+01
8.858035094612699822e+01,6.108321995126071613e+01
9.072950035900822741e+01,6.108480853939936139e+01
9.073225187438828243e+01,5.736237256323896361e+01
9.395735175140015372e+01,5.550353745737344013e+01
1.014752474234143733e+02,6.109275148013286127e+01
9.287864977188948501e+01,6.108639712755142170e+01
9.395184872064007209e+01,6.294840940970765075e+01
9.717694859765191495e+01,6.108957430384212728e+01
1.003992969592837312e+02,6.295317517414370911e+01
1.057680432184166932e+02,6.854080060875774905e+01
1.079199441466780058e+02,6.481995322073602495e+01
1.068467451979273903e+02,6.295794093857976748e+01
1.036216453209155191e+02,6.481677604443784446e+01
1.036188938055354640e+02,6.853921202061239626e+01
1.122127399416802973e+02,7.226800234936091272e+01
1.068439936825473637e+02,6.668037691474687279e+01
1.100663420441791516e+02,6.854397778504453242e+01
1.100635905287990965e+02,7.226641376121555993e+01
1.208038345624451608e+02,7.971922865427659133e+01
1.197306356136945737e+02,7.785721637212030544e+01
1.229557354907064166e+02,7.599838126622880452e+01
1.143591378391814999e+02,7.599202691367337081e+01
1.165082872520627291e+02,7.599361550182611325e+01
1.165055357366826740e+02,7.971605147798582891e+01
1.169965105313832652e+02,8.000000000000000000e+01
1.206414543150218321e+02,8.000000000000000000e+01
1.251021333882075908e+02,7.972240583056724006e+01
1.261780838523382613e+02,7.786198213655636380e+01
1.294004322139700491e+02,7.972558300685791721e+01
1.326255320909819204e+02,7.786674790099242216e+01
1.294002293729858195e+02,8.000000000000000000e+01
2.647392615436386265e+00,1.635044471144540523e+01
0.000000000000000000e+00,1.634848783655380089e+01
9.092089338702304957e+00,2.007764645204450460e+01
6.945691441201130800e+00,1.635362188773096648e+01
6.942939925821079328e+00,2.007605786389915181e+01
1.016528828745116542e+01,2.193965873420394530e+01
6.940188410439517952e+00,2.379849384006620028e+01
6.937436895059885700e+00,2.752092981623694357e+01
9.086586307941129093e+00,2.752251840438201214e+01
1.016253677207155093e+01,2.566209471037096534e+01
1.338488513370358035e+01,2.752569558067214928e+01
1.660998501071527045e+01,2.566686047480605737e+01
1.553678606196592682e+01,2.380484819264766827e+01
1.983508488772694633e+01,2.380802536894022126e+01
2.305743324935894378e+01,2.567162623924146203e+01
2.413338371348937983e+01,2.381120254523047208e+01
1.768318395946604937e+01,2.752887275696220115e+01
1.983233337234727145e+01,2.753046134511195930e+01
1.982958185696761433e+01,3.125289732127443187e+01
2.305193021859962954e+01,3.311649819157567265e+01
2.412788068273006559e+01,3.125607449756468270e+01
3.272172681887557388e+01,3.498486482631180650e+01
3.487087623175678885e+01,3.498645341445715928e+01
3.594407518050737593e+01,3.684846569661338833e+01
3.916917505751924011e+01,3.498963059074786486e+01
4.239152341915104927e+01,3.685323146104944669e+01
3.701727412925819038e+01,3.871047797876947527e+01
3.916642354213941246e+01,3.871206656691019532e+01
3.916367202675928638e+01,4.243450254308196179e+01
4.238602038839105290e+01,4.429810341338360047e+01
4.346197085252171632e+01,4.243767971937275263e+01
4.561112026540280340e+01,4.243926830751688328e+01
4.561387178078285132e+01,3.871683233135102853e+01
4.883897165779471550e+01,3.685799722548550506e+01
4.776026967828402547e+01,4.244085689566348663e+01
4.883346862703459834e+01,4.430286917781971567e+01
5.205856850404645542e+01,4.244403407195419220e+01
5.528091686567825747e+01,4.430763494225577404e+01
6.172286207356184917e+01,5.175727265902604302e+01
6.279606102231243625e+01,5.361928494118227206e+01
6.494521043519367254e+01,5.362087352933694717e+01
6.494245891981361751e+01,5.734330950549473016e+01
6.816480728144540535e+01,5.920691037579631200e+01
6.924075774557604745e+01,5.734648668178543574e+01
7.138990715845727664e+01,5.734807526992908322e+01
7.139265867383733166e+01,5.362563929376368321e+01
7.998375329460210992e+01,6.107686559867930498e+01
7.569095749959976160e+01,5.362881647005441721e+01
7.461500703546911950e+01,5.548924016406526505e+01
7.783735539710093576e+01,5.735284103437543024e+01
7.783460388172088074e+01,6.107527701053395219e+01
8.105695224335269700e+01,6.293887788083553403e+01
7.783185236634082571e+01,6.479771298671066404e+01
7.782910085096077069e+01,6.852014896286816281e+01
7.997825026384197145e+01,6.852173755101351560e+01
8.105420072797261355e+01,6.666131385700263934e+01
8.427654908960442981e+01,6.852491472730422117e+01
8.750164896661630110e+01,6.666607962143869770e+01
8.642845001786571402e+01,6.480406733928246865e+01
9.072674884362820080e+01,6.480724451557425425e+01
9.072399732824814578e+01,6.852968049174027954e+01
9.287314674112934654e+01,6.853126907988563232e+01
9.394634568987993362e+01,7.039328136204186137e+01
9.717144556689177648e+01,6.853444625618094221e+01
9.717419708227185993e+01,6.481201028000923259e+01
9.932334649515308911e+01,6.481359886815458538e+01
9.501954463863052069e+01,7.225529364419809042e+01
9.931784346439297906e+01,7.225847082048879599e+01
1.003937939285236212e+02,7.039804712647791973e+01
1.036161422901553806e+02,7.226164799677950157e+01
1.068412421671672519e+02,7.040281289091394967e+01
1.036133907747753540e+02,7.598408397294660688e+01
1.057625401876566116e+02,7.598567256109195966e+01
1.068357391364071987e+02,7.784768484324818871e+01
1.100608390134190699e+02,7.598884973738266524e+01
1.132831873750508294e+02,7.785245060768424707e+01
1.160128818479456498e+02,8.000000000000000000e+01
1.252621289874146697e+02,8.000000000000000000e+01
2.641889584677064917e+00,2.379531666377964427e+01
3.717840048807502740e+00,2.193489296976862590e+01
4.982432025551606358e-01,1.634885612329917137e+01
4.954916871755035146e-01,2.007129209946738513e+01
0.000000000000000000e+00,2.035687622954398890e+01
0.000000000000000000e+00,2.379336385656678488e+01
1.123298420544273668e+01,3.124654296869415759e+01
1.338213361832396942e+01,3.124813155684050514e+01
1.337938210294437624e+01,3.497056753300635989e+01
1.660173046457641988e+01,3.683416840330754383e+01
1.767768092870682395e+01,3.497374470929652546e+01
1.660448197995595265e+01,3.311173242714029641e+01
1.982683034158804958e+01,3.497533329743264119e+01
1.982407882620844930e+01,3.869776927360872776e+01
2.304642718784048583e+01,4.056137014390991169e+01
2.412237765197089345e+01,3.870094644989889332e+01
2.627152706485205869e+01,3.870253503805388107e+01
2.627427858023167317e+01,3.498009906187694185e+01
2.949937845724330998e+01,3.312126395601104889e+01
2.842067647773329497e+01,3.870412362618917257e+01
2.949387542648409521e+01,4.056613590834523109e+01
3.271897530349572492e+01,3.870730080247930971e+01
3.594132366512776855e+01,4.057090167278049364e+01
4.560836875002277679e+01,4.616170428368518230e+01
4.238326887301090551e+01,4.802053938955067736e+01
4.345646782176148548e+01,4.988255167170693483e+01
4.238051735763083627e+01,5.174297536571778267e+01
4.560286571926262411e+01,5.360657623601939292e+01
4.882796559627449540e+01,5.174774113015389787e+01
4.990116454502505405e+01,5.360975341231012692e+01
5.205031395790626192e+01,5.361134200047335696e+01
5.205306547328635958e+01,4.988890602428840282e+01
4.883071711165455042e+01,4.802530515398682098e+01
4.990666757578519253e+01,4.616488145997594472e+01
5.419946337078749110e+01,5.361293058860088934e+01
5.635136429904881794e+01,4.989208320057910839e+01
5.527816535029823086e+01,4.803007091842287934e+01
6.064416009405116625e+01,5.734013232920402459e+01
5.527541383491817584e+01,5.175250689458998465e+01
5.849776219654997789e+01,5.361610776489060015e+01
5.849501068116992286e+01,5.733854374105867180e+01
6.171735904280173912e+01,5.920214461136025363e+01
5.849225916578985363e+01,6.106097971724038587e+01
5.848950765040981281e+01,6.478341569339288242e+01
6.063865706329102778e+01,6.478500428153823520e+01
6.171460752742168410e+01,6.292458058752735894e+01
6.493695588905350746e+01,6.478818145782894078e+01
6.816205576606535033e+01,6.292934635196341731e+01
6.708885681731479167e+01,6.106733406980715984e+01
7.138715564307719319e+01,6.107051124609789383e+01
7.460950400470900945e+01,6.293411211639950409e+01
7.568545446883965155e+01,6.107368842238859941e+01
6.923525471481593740e+01,6.479135863411964635e+01
7.138440412769716659e+01,6.479294722226431702e+01
7.138165261231711156e+01,6.851538319843210445e+01
7.460400097394889940e+01,7.037898406873368629e+01
7.567995143807954150e+01,6.851856037472281002e+01
8.427379757422440321e+01,7.224735070347132648e+01
8.642294698710563239e+01,7.224893929161670769e+01
8.749614593585621947e+01,7.411095157377290832e+01
9.072124581286806233e+01,7.225211646790738484e+01
9.394359417449987859e+01,7.411571733820896668e+01
9.501404160787043907e+01,7.970016559653230104e+01
9.931234043363286901e+01,7.970334277282303503e+01
1.003882908977635395e+02,7.784291907881213035e+01
1.036106392593953558e+02,7.970651994911371219e+01
9.716869405151172145e+01,7.225688223235583507e+01
9.716594253613169485e+01,7.597931820851052009e+01
9.394084265911982357e+01,7.783815331437604357e+01
1.079089380851577857e+02,7.970969712540444618e+01
9.716319102075166825e+01,7.970175418467651696e+01
9.716297056620170736e+01,8.000000000000000000e+01
1.077410454090619680e+02,8.000000000000000000e+01
4.872371410366262978e-01,3.123860002796600099e+01
4.899886564162354574e-01,2.751616405180162417e+01
3.715088533427877593e+00,2.565732894593573121e+01
0.000000000000000000e+00,3.123823987657759460e+01
2.636386553917843045e+00,3.124018861611379805e+01
3.709585502668669932e+00,3.310220089826991341e+01
6.934685379680310291e+00,3.124336579240399203e+01
1.015703374131235037e+01,3.310696666270517596e+01
1.659897894919681605e+01,4.055660437947464914e+01
1.767217789794761629e+01,4.241861666163073608e+01
1.982132731082884192e+01,4.242020524977515095e+01
1.981857579544922032e+01,4.614264122594293838e+01
2.304092415708123553e+01,4.800624209624417915e+01
2.411687462121165737e+01,4.614581840223316078e+01
2.626602403409287945e+01,4.614740699038183891e+01
2.626877554947247972e+01,4.242497101421115246e+01
3.485987017023657586e+01,4.987619731912558052e+01
3.701177109849793823e+01,4.615534993110368589e+01
3.593857214974737957e+01,4.429333764894742842e+01
3.056707437523412807e+01,4.242814819050072117e+01
2.949112391110352860e+01,4.428857188451162585e+01
3.271347227273535907e+01,4.615217275481363401e+01
3.271072075735535378e+01,4.987460873098025615e+01
4.130456689350018706e+01,5.360339905972863050e+01
3.593582063436726770e+01,4.801577362511453373e+01
3.915816899599904843e+01,4.987937449542032198e+01
3.915541748061894367e+01,5.360181047158327772e+01
4.345096479100135411e+01,5.732742362404120229e+01
4.560011420388257619e+01,5.732901221218735088e+01
4.559736268850252117e+01,6.105144818835366038e+01
4.881971105013431611e+01,6.291504905865524222e+01
4.989566151426494400e+01,6.105462536464436596e+01
4.882246256551436403e+01,5.919261308248813691e+01
5.204756244252622110e+01,5.733377797663369790e+01
5.419396034002739526e+01,6.105780254093507153e+01
5.526991080415805158e+01,5.919737884692419527e+01
6.278505496079220194e+01,6.850902884585069330e+01
6.493420437367342402e+01,6.851061743399286286e+01
6.493145285829336899e+01,7.223305341016315140e+01
6.815380121992515683e+01,7.409665428046473323e+01
6.922975168405579893e+01,7.223623058645382855e+01
6.815655273530524028e+01,7.037421830429762792e+01
7.137890109693705654e+01,7.223781917458499890e+01
7.137614958155700151e+01,7.596025515076631507e+01
7.459849794318878935e+01,7.782385602106789690e+01
7.567444840731943145e+01,7.596343232705702064e+01
7.782359782020066064e+01,7.596502091520623878e+01
7.782634933558071566e+01,7.224258493903526812e+01
8.105144921259258695e+01,7.038374983316974465e+01
8.856934488460680654e+01,7.597296385592913737e+01
7.997274723308191824e+01,7.596660950334772622e+01
8.104594618183250532e+01,7.782862178550395527e+01
8.427104605884434818e+01,7.596978667963843179e+01
8.749339442047616444e+01,7.783338754994001363e+01
9.071574278210798070e+01,7.969698842024472185e+01
9.071551880484487640e+01,8.000000000000000000e+01
9.484063650310213234e+01,8.000000000000000000e+01
4.789825948977757264e-01,4.240590795646976119e+01
3.704082471909464047e+00,4.054707285060392508e+01
4.777281420660226985e+00,4.240908513276004044e+01
6.926430833541431298e+00,4.241067372091156074e+01
6.929182348921123946e+00,3.868823774473817423e+01
3.706833987289073207e+00,3.682463687443701872e+01
4.782784451419480831e+00,3.496421318042600035e+01
4.844856256571450359e-01,3.496103600413555057e+01
0.000000000000000000e+00,3.524027662414801654e+01
0.000000000000000000e+00,4.212889495832868647e+01
9.075580246422656927e+00,4.241226230905029126e+01
1.122748117468356810e+01,3.869141492102836821e+01
1.015428222593275720e+01,3.682940263887228127e+01
1.552027696968679038e+01,4.613946404965277281e+01
1.015153071055315337e+01,4.055183861503938658e+01
1.337387907218519345e+01,4.241543948533607988e+01
1.337112755680557896e+01,4.613787546150767582e+01
1.659347591843754799e+01,4.800147633180883133e+01
1.336837604142591118e+01,4.986031143767131368e+01
1.336562452604629314e+01,5.358274741384182960e+01
1.551477393892751877e+01,5.358433600198692659e+01
1.659072440305794771e+01,5.172391230797593664e+01
1.981307276468996648e+01,5.358751317827714900e+01
2.303817264170162815e+01,5.172867807241125604e+01
2.196497369295082791e+01,4.986666579025514068e+01
2.626327251871168755e+01,4.986984296654425464e+01
2.948562088034351802e+01,5.173344383684580805e+01
3.056157134447413171e+01,4.987302014283493179e+01
2.411137159045041045e+01,5.359069035456592189e+01
2.626052100333162542e+01,5.359227894270979675e+01
2.625776948795157040e+01,5.731471491887837999e+01
2.948011784958337955e+01,5.917831578917996183e+01
3.055606831371402166e+01,5.731789209516908556e+01
3.270521772659524373e+01,5.731948068331648471e+01
3.270796924197529876e+01,5.359704470714733304e+01
3.593306911898717004e+01,5.173820960128180957e+01
3.485436713947646581e+01,5.732106927145979114e+01
3.592756608822705289e+01,5.918308155361602019e+01
3.915266596523890286e+01,5.732424644775049671e+01
4.237501432687071912e+01,5.918784731805207855e+01
4.237226281149066409e+01,6.291028329421918386e+01
4.344546176024125828e+01,6.477229557637541291e+01
4.559461117312247325e+01,6.477388416452258468e+01
4.559185965774241112e+01,6.849632014068787100e+01
4.881420801937422027e+01,7.035992101098945284e+01
4.989015848350484816e+01,6.849949731697857658e+01
5.203930789638608445e+01,6.850108590512927265e+01
5.204205941176613948e+01,6.477864992895682406e+01
5.526715928877799655e+01,6.291981482309130058e+01
5.418845730926731363e+01,6.850267449326928215e+01
5.526165625801790071e+01,7.036468677542551120e+01
5.848675613502977200e+01,6.850585166955998773e+01
6.170910449666155984e+01,7.036945253986156956e+01
6.063315403253091773e+01,7.222987623387244582e+01
6.170635298128151902e+01,7.409188851602867487e+01
5.848125310426964774e+01,7.595072362188174964e+01
5.847850158888957850e+01,7.967315959806130365e+01
6.062765100177082189e+01,7.967474818620665644e+01
6.170360146590146400e+01,7.781432449219578018e+01
6.492594982753325894e+01,7.967792536249736202e+01
6.815104970454510180e+01,7.781909025663183854e+01
6.707785075579454315e+01,7.595707797447558107e+01
7.352254747905814725e+01,7.968427971507877317e+01
6.492571175941756678e+01,8.000000000000000000e+01
7.370451764172771902e+01,8.000000000000000000e+01
8.426829454346426473e+01,7.969222265580553710e+01
8.641744395634552234e+01,7.969381124395088989e+01
7.782084630482060561e+01,7.968745689136657973e+01
7.782061528213120027e+01,8.000000000000000000e+01
8.426806704348801702e+01,8.000000000000000000e+01
4.762310795231048388e-01,4.612834393262919264e+01
4.734795641410478595e-01,4.985077990879641163e+01
3.695827925771851596e+00,5.171438077909972719e+01
4.771778389901012218e+00,4.985395708509430790e+01
3.698579441150208424e+00,4.799194480293822096e+01
6.923679318161841678e+00,4.613310969707190168e+01
0.000000000000000000e+00,4.612799191659748033e+01
9.070077215663463477e+00,4.985713426138447346e+01
1.014602767979388176e+01,4.799671056737351194e+01
1.766117183642666433e+01,5.730836056629696884e+01
1.981032124930789706e+01,5.730994915443834259e+01
1.980756973392783848e+01,6.103238513060942694e+01
2.302991809555964409e+01,6.289598600091100877e+01
2.410586855969030040e+01,6.103556230690013251e+01
2.303266961093970622e+01,5.917355002474390346e+01
2.625501797257152248e+01,6.103715089504503055e+01
2.625226645719146745e+01,6.475958687121259061e+01
2.947461481882327661e+01,6.662318774151417244e+01
3.055056528295389739e+01,6.476276404750329618e+01
3.269971469583513368e+01,6.476435263565171851e+01
3.270246621121518871e+01,6.104191665948154366e+01
4.129356083197998117e+01,6.849314296439716543e+01
3.700076503697765418e+01,6.104509383577224924e+01
3.592481457284701918e+01,6.290551752978315392e+01
3.914716293447880702e+01,6.476911840009078958e+01
3.914441141909875910e+01,6.849155437625181264e+01
4.236675978073055404e+01,7.035515524655339448e+01
3.914165990371868986e+01,7.221399035242602338e+01
3.913890838833863484e+01,7.593642632858602326e+01
